Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
40225;37,04371;15,0222;1,1861;0,0178;3,9710;260,8397;5,2204;True;True;0,3776;0,8066;-0,0292;76,3931;53,3686;338,5913;0,6301;1,1952;-0,8944;167,4639;True;True;-0,1300;0,7631;0,1729;291,0663;352,3398;326,7380;-2,0138;0,8421;0,0479;151,8391;
40230;37,06871;15,0270;1,1886;0,0399;2,6491;255,5642;0,3145;True;True;0,4014;0,8087;-0,0378;78,1498;345,0863;262,3756;1,6498;-0,5967;-0,1056;170,5919;True;True;-0,1616;0,7837;0,1766;284,2988;259,1131;49,2915;-2,1870;2,7283;0,0188;164,5464;
40235;37,09372;15,0328;1,1900;0,0619;358,3415;252,3701;354,9436;True;True;0,4359;0,7898;-0,0652;79,8937;7,1470;275,5804;3,3195;-1,3806;-2,7347;170,8164;True;True;-0,2531;0,8641;0,1819;280,6873;189,4417;110,2242;-3,0100;2,1406;1,1190;170,7309;
40240;37,11872;15,0335;1,1943;0,0648;356,4816;248,6581;355,3238;True;True;0,4790;0,7797;-0,1123;25,3507;98,7995;353,9120;0,4147;0,0003;-0,9877;170,3685;True;True;-0,3543;0,9562;0,2010;292,0750;158,7535;116,9649;-2,3683;2,4092;0,7909;167,2152;
40245;37,14373;15,0337;1,1988;0,0602;356,2289;243,6057;356,8883;True;True;0,0000;0,0000;0,0000;0,0000;90,0000;0,0000;-98,1823;-159,1006;29,8460;169,1795;True;True;-0,4125;1,1766;0,1968;297,8798;186,4377;82,4215;-0,2342;12,0869;-1,4009;158,2755;
40250;37,16874;15,0362;1,2019;0,0532;356,6866;239,5143;358,8262;True;True;0,0000;0,0000;0,0000;0,0000;90,0000;0,0000;0,0000;0,0000;0,0000;160,5857;True;True;-0,4218;1,2521;0,1949;306,7234;185,1878;64,2403;0,1259;2,1798;-0,4127;155,0538;
40255;37,19374;15,0428;1,2031;0,0538;355,3649;235,4268;357,7879;True;True;0,0000;0,0000;0,0000;0,0000;90,0000;0,0000;0,0000;0,0000;0,0000;169,4663;True;True;-0,3515;1,2970;0,1360;293,9106;164,8161;76,8666;1,8931;0,4225;-3,4178;143,6197;
40260;37,21875;15,0551;1,2061;0,0564;353,4203;233,1752;355,0875;True;True;0,0000;0,0000;0,0000;0,0000;90,0000;0,0000;0,0000;0,0000;0,0000;169,1751;True;True;-0,3808;1,2802;0,1306;307,8778;186,8363;76,9254;0,3778;-0,4643;-0,6342;145,6207;
40265;37,24375;15,0743;1,2152;0,0579;349,8678;231,4125;354,3282;True;True;0,0000;0,0000;0,0000;0,0000;90,0000;0,0000;0,0000;0,0000;0,0000;168,8921;True;True;-0,3792;1,2718;0,1262;306,9308;192,1990;85,1443;-0,0670;-0,2752;-0,1631;146,2598;
40270;37,26876;15,0915;1,2218;0,0592;348,0135;231,2556;356,0885;True;True;0,0000;0,0000;0,0000;0,0000;90,0000;0,0000;0,0000;0,0000;0,0000;168,3556;True;True;-0,3685;1,2566;0,0897;308,2254;177,1648;100,4979;-0,3481;-0,2594;-0,8248;146,8761;
43075;37,27376;15,0655;1,2078;0,0210;359,5036;271,6212;7,2303;True;True;0,2875;0,7867;-0,0090;12,7773;71,6219;354,3836;57,4960;157,3317;-1,8003;174,1305;True;True;-0,0558;0,7353;0,1494;337,5892;138,2059;194,1177;62,5285;-104,2601;11,9486;164,4276;
43080;37,29876;15,0662;1,2081;0,0194;359,4530;271,4675;7,3462;True;True;0,2869;0,7921;-0,0074;14,0679;69,4365;354,2040;-0,0396;-0,1342;0,1294;174,3432;True;True;-0,0596;0,7358;0,1520;335,9206;136,1250;195,5344;-0,0119;0,0325;-0,0505;165,7650;
43085;37,32377;15,0666;1,2080;0,0190;359,6035;271,6160;7,2027;True;True;0,2871;0,7926;-0,0073;16,2754;69,7428;355,6083;-0,0323;0,0100;0,0057;175,5556;True;True;-0,0587;0,7346;0,1516;333,9197;134,2578;196,1287;-0,1995;-0,1875;-0,0447;162,7188;
43090;37,34877;15,0664;1,2076;0,0200;359,9030;271,9911;6,9931;True;True;0,2843;0,7848;-0,0085;15,9578;72,3002;352,9784;-0,0141;-0,3910;0,1158;174,0301;True;True;-0,0578;0,7331;0,1504;335,7170;136,9757;194,9925;0,1048;-0,0081;-0,0836;163,1449;
43095;37,37378;15,0652;1,2073;0,0203;0,1124;271,6415;6,9565;True;True;0,2860;0,7877;-0,0083;14,8870;69,8142;354,4861;0,1295;0,2525;0,1754;-173,5112;True;True;-0,0592;0,7362;0,1516;335,8778;136,2630;196,2375;-0,0061;0,0806;-0,0899;165,7989;
43100;37,39878;15,0648;1,2077;0,0213;0,2784;270,5578;6,0660;True;True;0,2903;0,7871;-0,0089;16,3883;69,9051;355,4758;-0,0397;-0,4145;0,1464;175,1325;True;True;-0,0580;0,7365;0,1511;338,8615;139,1162;193,6602;-0,3298;-0,4449;0,4401;165,8152;
43105;37,42379;15,0673;1,2091;0,0269;359,8238;269,0009;4,0821;True;True;0,3022;0,7755;-0,0152;22,8571;62,9504;343,5027;1,0417;0,2450;-0,5262;-175,4160;True;True;-0,0610;0,7362;0,1560;329,1866;129,1266;201,1670;-0,0063;0,2117;-0,0633;162,2218;
43110;37,4488;15,0686;1,2079;0,0276;358,9948;270,3903;7,0005;True;True;0,3276;0,7843;-0,0236;50,2337;61,1051;340,1533;1,5164;1,0956;0,0040;-174,7369;True;True;-0,0783;0,7334;0,1562;319,7155;127,6866;200,6590;-1,1732;-0,1271;-0,2992;162,7551;
43115;37,4738;15,0646;1,2062;0,0283;359,3211;274,2758;9,5719;True;True;0,4052;0,8599;0,0242;40,7010;53,3045;318,5232;1,3869;0,9139;1,7063;176,9167;True;True;-0,0954;0,7275;0,1334;320,7654;134,1022;194,9055;-0,7048;0,0612;-1,4378;163,2764;
