Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
25480;12,84025;15,0435;1,2012;0,0817;354,7204;262,1592;0,6184;True;True;0,0000;0,0000;0,0000;0,0000;90,0000;0,0000;0,0000;0,0000;0,0000;135,4205;True;True;-0,1067;0,8342;0,1645;278,6846;172,5697;138,3839;2,2572;1,0051;-2,4736;162,4584;
25485;12,86525;15,0392;1,1994;0,0672;355,7866;262,3919;2,5084;True;True;0,0000;0,0000;0,0000;0,0000;90,0000;0,0000;0,0000;0,0000;0,0000;137,2155;True;True;-0,1082;0,7887;0,1653;274,6800;329,9236;356,2259;1,0495;-3,3918;1,8817;158,3551;
25490;12,89025;15,0364;1,1990;0,0540;356,4374;262,9376;3,9804;True;True;0,0000;0,0000;0,0000;0,0000;90,0000;0,0000;0,0000;0,0000;0,0000;139,0430;True;True;-0,0936;0,7835;0,1625;282,3549;345,6128;342,1746;0,1029;0,4073;-0,1757;156,9830;
25495;12,91525;15,0344;1,1982;0,0441;356,7856;263,8794;4,5683;True;True;0,0000;0,0000;0,0000;0,0000;90,0000;0,0000;0,0000;0,0000;0,0000;140,2978;True;True;-0,0853;0,7699;0,1598;290,5089;330,2245;358,5064;-0,3234;-1,8081;0,7995;159,6765;
31015;12,94025;15,0747;1,2137;0,0453;354,9407;273,8346;3,1233;True;True;0,3087;0,7621;0,0119;21,5109;56,4023;339,3141;61,7301;152,4152;2,3715;-166,5567;True;True;-0,0551;0,7501;0,1470;312,8597;120,7549;210,0640;5,5896;-1,6944;-3,3659;160,6319;
31020;12,96525;15,0741;1,2136;0,0442;354,8423;273,3925;3,2549;True;True;0,3070;0,7639;0,0109;19,8397;57,3974;339,7338;-0,5137;-0,1043;-0,0093;-168,3364;True;True;-0,0554;0,7481;0,1460;317,5247;129,5714;202,8551;-0,0558;-0,1822;0,0456;160,2345;
31025;12,99025;15,0735;1,2136;0,0435;354,8055;273,2463;3,3405;True;True;0,3058;0,7630;0,0102;24,1870;58,2428;336,7762;0,0398;-0,0354;-0,0372;-168,0266;True;True;-0,0571;0,7480;0,1465;317,5619;131,1173;203,4227;0,0665;0,1174;0,0510;162,2671;
31030;13,01525;15,0732;1,2137;0,0435;354,8054;273,2321;3,3851;True;True;0,3063;0,7641;0,0104;19,2710;57,1801;340,7878;0,0455;-0,0191;0,0389;-167,8260;True;True;-0,0515;0,7552;0,1454;316,8688;119,8746;210,9117;0,0062;0,0722;-0,1650;157,6891;
31035;13,04025;15,0733;1,2137;0,0432;354,8751;273,0128;3,4091;True;True;0,3082;0,7641;0,0123;20,8227;57,6284;341,2908;0,1699;0,0510;-0,0710;-168,7598;True;True;-0,0568;0,7496;0,1484;316,0496;130,3702;204,6874;-0,2342;-0,2742;0,2379;159,9690;
31040;13,06525;15,0737;1,2137;0,0428;354,9930;272,9711;3,5195;True;True;0,3072;0,7589;0,0119;19,7463;54,9443;338,0161;0,0203;-0,1735;0,1065;-169,4510;True;True;-0,0570;0,7475;0,1484;317,6487;128,4899;205,1220;-0,0397;0,0002;-0,1132;161,8626;
31045;13,09025;15,0737;1,2136;0,0427;355,1433;272,9988;3,5378;True;True;0,3111;0,7577;0,0144;23,6782;54,8445;340,2470;-0,0520;0,0842;0,0761;-164,5527;True;True;-0,0567;0,7488;0,1478;312,0498;121,6388;210,5623;0,0189;-0,0451;-0,0357;159,7830;
31050;13,11525;15,0734;1,2132;0,0423;355,4738;273,0130;3,6495;True;True;0,3083;0,7590;0,0150;23,0248;54,6692;340,8904;0,0567;0,1177;-0,1680;-168,0624;True;True;-0,0578;0,7464;0,1464;321,4261;136,0475;197,4526;-0,1707;-0,0903;-0,0455;162,1571;
