Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
157120;374,1394;15,0398;1,1779;0,0244;359,5747;268,5427;0,5565;True;True;0,2921;0,7064;0,2233;50,7497;69,9159;332,7177;-0,4592;-0,4295;-0,6381;-164,8501;True;True;-0,2387;0,8061;0,1443;322,9961;100,2778;117,9697;-0,4655;0,6505;-0,5924;-147,3904;
157125;374,1644;15,0431;1,1782;0,0144;359,1743;260,6068;0,6596;True;True;0,2809;0,7078;0,2256;50,2239;69,0714;335,8418;-0,2631;-0,0133;0,1375;-166,3419;True;True;-0,2435;0,8247;0,1329;335,8286;99,6770;110,7360;0,3461;1,2731;-0,8051;-146,1221;
157130;374,1895;15,0471;1,1750;0,0141;1,1031;260,6544;0,5320;True;True;0,2522;0,7280;0,2208;49,1769;59,6386;322,4015;-2,1844;1,9893;-0,6137;-164,2711;True;True;-0,2163;0,8575;0,1508;336,2397;99,7990;103,4266;2,9339;2,8284;4,1105;-145,9270;
157135;374,2145;15,0520;1,1730;0,0176;2,0047;263,3078;359,0662;True;True;0,2092;0,7731;0,2198;37,2988;45,7303;306,4852;-0,2312;1,0024;0,1897;-158,6354;True;True;-0,0782;0,9721;0,1633;8,0312;116,9324;77,1446;3,2756;4,1188;2,1954;-133,9054;
157140;374,2395;15,0539;1,1824;0,0250;359,8117;262,6926;1,2600;True;True;0,2291;0,7783;0,2153;32,6334;42,2298;299,1781;2,6471;-0,2928;-1,3210;-157,1535;True;True;-0,0351;1,1190;0,3128;19,8094;134,0773;65,6338;2,6413;7,5095;12,1011;-123,8109;
157145;374,2645;15,0602;1,1796;0,0293;359,0011;261,9536;357,4020;True;True;0,2376;0,7592;0,1554;44,0379;37,9518;294,5567;-0,1327;-0,6976;-0,7842;-157,7603;True;True;-0,1075;1,0876;0,4233;359,9940;107,3885;61,2462;2,3205;-4,6012;12,6910;-114,6316;
157150;374,2896;15,0578;1,1900;0,0377;356,0008;259,6164;1,8516;True;True;0,2718;0,7531;0,1437;51,3085;45,1036;304,3625;1,4144;0,5364;-1,5446;-165,4567;True;True;-0,2296;0,9804;0,5667;346,0586;93,4014;109,1036;-2,5401;5,0003;-8,8925;-161,1350;
157875;374,3096;15,0788;1,1655;0,0165;0,0525;268,0446;0,5651;True;True;0,1451;0,6290;0,1557;19,4088;91,2495;13,5649;-24,7292;-21,1009;8,2638;156,7883;True;True;-0,1072;0,6191;0,1489;342,6222;76,0900;193,4332;15,6581;-65,2410;-61,3718;149,2256;
157880;374,3346;15,0788;1,1662;0,0169;359,6152;268,3163;0,4075;True;True;0,1443;0,6286;0,1564;18,3099;91,1574;13,4005;0,0225;-0,0137;0,0363;156,6622;True;True;-0,1069;0,6188;0,1487;344,0062;77,0103;192,6341;-0,0012;0,0059;-0,0112;149,1355;
157885;374,3596;15,0787;1,1649;0,0166;0,2795;268,2800;0,4651;True;True;0,1454;0,6269;0,1555;18,9381;89,9727;12,2177;-0,0328;-0,0994;-0,0250;157,1231;True;True;-0,1065;0,6195;0,1479;343,3475;76,7639;192,6603;0,0675;0,3118;-0,0769;149,4401;
157890;374,3846;15,0780;1,1649;0,0167;0,4076;268,3179;0,0394;True;True;0,1443;0,6294;0,1561;18,7475;91,0983;13,1273;0,0345;-0,0014;0,0108;157,0127;True;True;-0,1063;0,6206;0,1483;342,8277;76,3467;193,3015;0,0306;0,3360;-0,0556;149,2073;
157895;374,4097;15,0781;1,1641;0,0164;0,7457;268,1289;359,9186;True;True;0,1445;0,6276;0,1560;17,7830;90,5127;11,6218;-0,0069;0,0047;0,0266;157,2177;True;True;-0,1078;0,6203;0,1484;342,3690;76,3913;193,5219;0,0245;0,0149;-0,0494;149,1715;
157900;374,4347;15,0785;1,1636;0,0145;1,1060;267,6190;359,8628;True;True;0,1438;0,6286;0,1558;17,7018;90,7830;12,4340;-0,1273;0,2429;-0,0484;157,2664;True;True;-0,1078;0,6188;0,1492;343,0117;76,9161;193,2288;0,0109;0,0210;-0,0372;149,3806;
157905;374,4597;15,0791;1,1628;0,0110;1,5292;267,3782;0,0594;True;True;0,1434;0,6293;0,1573;17,2190;91,0612;12,8407;0,0545;-0,1107;0,0845;156,7367;True;True;-0,1105;0,6209;0,1509;341,5769;76,3594;193,0198;-0,2615;0,2131;0,1895;149,1979;
157910;374,4847;15,0806;1,1616;0,0036;2,0884;266,6012;0,1929;True;True;0,1285;0,6495;0,1610;25,7509;87,4167;4,0420;-1,7686;1,9328;0,2523;157,7682;True;True;-0,1263;0,6323;0,1516;333,2188;76,8448;187,3345;-0,8146;-0,4732;-0,2614;150,1309;
157915;374,5098;15,0828;1,1612;-0,0051;2,6596;265,0222;0,9204;True;True;0,0703;0,7000;0,1803;18,3953;58,3300;332,3146;-0,3513;0,3231;1,1688;-158,9953;True;True;-0,1762;0,6853;0,1573;323,9099;76,4425;176,1785;-3,2663;2,2174;0,8231;150,2601;
157920;374,5348;15,0833;1,1616;-0,0135;2,6641;263,0373;0,3230;True;True;0,0560;0,7160;0,1844;15,2896;46,3667;324,1531;-0,0041;-0,5478;-0,1317;-155,5470;True;True;-0,2242;0,7203;0,1662;314,7513;78,0916;150,2815;-0,3077;3,9552;-1,4390;-148,0551;
157925;374,5598;15,0820;1,1609;-0,0205;2,8513;261,7446;0,3875;True;True;0,0784;0,6806;0,1859;23,4017;53,2479;334,6689;1,7188;-2,7672;0,4617;-157,4137;True;True;-0,3437;0,7891;0,1658;301,4586;80,1124;137,8267;-8,1062;2,6748;0,5186;-142,7059;
