Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
183770;454,5128;15,0697;1,1901;0,0002;5,1812;261,9436;358,2109;True;True;0,4497;1,0728;0,0271;7,7270;347,5890;226,7766;-1,6236;-3,2678;3,5035;146,6196;True;True;-0,3202;1,0847;0,0278;351,5316;185,8027;55,3255;7,4158;-4,0241;5,8935;141,6232;
183775;454,5378;15,0780;1,1918;-0,0150;4,6688;252,0658;358,8058;True;True;0,3118;0,9535;0,0454;40,0644;35,0185;245,0189;-1,7867;-3,9383;0,6132;-139,6491;True;True;-0,2516;0,9344;0,0895;345,4189;144,3471;75,0523;3,6893;-5,0800;1,1949;-142,1156;
183780;454,5629;15,0890;1,1883;-0,0312;7,0111;240,1802;358,2690;True;True;0,2924;0,9064;0,0951;25,1899;63,2068;296,6232;-3,1279;0,5130;1,3550;-140,6660;True;True;-0,2675;0,8999;0,1095;353,4561;115,0041;96,9834;-3,8202;-3,2927;-0,6483;-135,1913;
183785;454,5879;15,0990;1,1860;-0,0442;8,1833;232,2444;359,2380;True;True;0,1570;0,8622;0,0956;18,5584;65,2698;326,8851;-5,8891;-4,4730;-0,6628;-151,4996;True;True;-0,3121;0,8785;0,1322;325,4181;113,0447;104,4109;-0,8240;-0,4349;0,4209;-137,8150;
183790;454,6129;15,1056;1,1863;-0,0508;8,9190;229,7826;0,5490;True;True;0,0000;0,0000;0,0000;0,0000;90,0000;0,0000;0,0000;0,0000;0,0000;152,7356;True;True;-0,3500;0,8918;0,1566;321,2027;100,9675;106,5219;-1,5211;2,0810;0,9573;-137,9618;
183795;454,6379;15,1120;1,1860;-0,0567;8,8148;226,0344;1,4992;True;True;0,0000;0,0000;0,0000;0,0000;90,0000;0,0000;0,0000;0,0000;0,0000;153,9502;True;True;-0,4063;0,9630;0,1754;325,1656;88,6284;100,9566;-1,0399;2,5871;-0,0618;-136,8074;
183800;454,663;15,1173;1,1868;-0,0592;8,7095;222,0035;1,5650;True;True;0,0000;0,0000;0,0000;0,0000;90,0000;0,0000;0,0000;0,0000;0,0000;156,3033;True;True;-0,5362;1,0637;0,2173;309,7455;101,3907;86,9165;-4,4124;4,9028;1,4868;-136,1522;
183805;454,688;15,1221;1,1894;-0,0580;7,7202;219,2622;1,1297;True;True;0,0000;0,0000;0,0000;0,0000;90,0000;0,0000;0,0000;0,0000;0,0000;157,3848;True;True;-0,5923;1,1153;0,2069;285,9793;73,7243;122,7270;-1,5523;-1,5174;0,0885;-153,7998;
183810;454,713;15,1226;1,1886;-0,0520;7,4145;219,3622;0,7153;True;True;0,0000;0,0000;0,0000;0,0000;90,0000;0,0000;0,0000;0,0000;0,0000;157,5015;True;True;-0,6040;1,0611;0,1707;297,0427;57,7220;150,0680;1,9856;-3,6994;-1,4543;-166,2743;
185245;454,743;15,2043;1,1941;-0,0114;4,6727;268,9457;359,0326;True;True;0,0266;0,5911;0,0887;26,3507;116,0758;46,4422;0,0320;0,4394;-0,1002;156,0503;True;True;-0,0484;0,5104;0,0961;325,1991;49,2025;246,4925;-0,6354;-0,0350;0,2546;165,5334;
185250;454,7681;15,2042;1,1943;-0,0114;4,5675;268,9359;359,0593;True;True;0,0275;0,5926;0,0882;26,0950;116,5081;47,2285;0,0939;0,5724;-0,2845;155,8879;True;True;-0,0533;0,5053;0,1024;320,0223;20,4083;265,9792;0,5655;-0,2262;0,4026;167,2698;
185255;454,7931;15,2044;1,1941;-0,0112;4,6657;269,0873;359,0266;True;True;0,0276;0,5916;0,0890;26,3337;117,2846;46,6886;-0,0396;-0,1980;0,2298;155,3782;True;True;-0,0401;0,5113;0,1025;319,4647;30,3817;259,1241;-0,5172;0,0807;0,3781;167,6055;
185260;454,8181;15,2047;1,1940;-0,0113;4,7738;269,0941;359,0370;True;True;0,0247;0,6013;0,0839;25,0948;114,7627;45,6694;-0,2715;0,8247;-0,4468;154,5622;True;True;-0,0448;0,5068;0,1061;319,7814;26,6200;263,0695;-0,0820;-0,1390;-0,2356;168,0689;
185265;454,8431;15,2051;1,1940;-0,0117;4,8200;268,8476;359,1136;True;True;0,0261;0,6038;0,0840;26,6708;117,6796;47,6421;-0,0130;0,4149;-0,1633;154,1199;True;True;-0,0399;0,5061;0,0986;318,8500;24,8458;262,5999;-0,0246;-0,0433;0,0015;168,0827;
185270;454,8682;15,2055;1,1942;-0,0123;4,7992;268,6608;359,1924;True;True;0,0282;0,5984;0,0865;25,7773;116,3474;47,1119;0,1358;-0,0358;-0,0999;153,7753;True;True;-0,0555;0,5037;0,1021;322,5422;50,4689;248,5997;-1,1004;-0,6729;-0,2537;168,0716;
185275;454,8932;15,2059;1,1937;-0,0128;5,0122;268,6249;359,3489;True;True;0,0275;0,6106;0,0771;26,2226;115,0333;45,8991;0,0213;0,1331;0,0946;154,0091;True;True;-0,0374;0,4980;0,0955;322,5702;30,4511;259,7233;0,2218;0,1709;-0,1680;167,0378;
