Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
173315;428,9078;15,1756;1,2061;0,3651;334,2045;314,6596;338,8449;True;True;0,9806;1,1901;0,1317;72,0758;161,0238;1,1404;4,5167;-1,3684;0,1301;-147,0931;True;True;0,0000;0,0000;0,0000;0,0000;90,0000;180,0000;0,0000;0,0000;0,0000;-147,5726;
174540;428,9178;15,1165;1,2381;-0,0015;357,5833;264,4459;1,2395;True;True;0,3953;0,9677;-0,0182;33,0256;70,6186;279,5582;-85,4139;-47,7429;-38,2782;-147,4418;True;True;-0,3377;1,0003;0,0250;338,1642;91,8835;83,0236;-67,5356;200,0563;5,0020;-142,0425;
174545;428,9429;15,1212;1,2369;-0,0002;357,7652;264,0833;0,9370;True;True;0,4109;0,9654;0,0060;20,4066;77,9720;258,5347;-0,7370;-0,8097;-0,1528;-140,0961;True;True;-0,3138;1,0186;0,0170;343,7892;86,0431;79,7835;0,2404;-0,7536;-0,6916;-138,4923;
174550;428,9679;15,1240;1,2362;0,0001;357,8585;264,2004;1,4407;True;True;0,3758;0,9855;0,0067;21,2263;87,2494;261,4920;-0,2195;-1,3939;0,0405;-139,3627;True;True;-0,3270;0,9938;0,0122;347,2925;77,2251;90,1998;-0,2300;-0,5524;-0,2603;-143,6665;
174555;428,9929;15,1243;1,2356;0,0015;358,2224;264,4047;1,6543;True;True;0,3666;0,9660;-0,0045;21,8164;88,0992;270,9467;-0,1411;-0,0937;-0,3629;-142,3456;True;True;-0,3276;0,9879;0,0152;347,2704;78,7230;89,8269;0,1119;-0,1723;0,2122;-145,5270;
174560;429,0179;15,1232;1,2352;0,0026;358,4183;264,2694;1,1909;True;True;0,3613;0,9616;0,0023;18,9005;84,2429;267,0161;0,3688;0,2096;0,3446;-143,5704;True;True;-0,3256;0,9865;0,0188;344,2307;82,0496;92,8776;0,0285;-0,0485;0,1996;-145,7615;
174565;429,043;15,1210;1,2348;0,0059;358,6755;266,1818;1,3697;True;True;0,3595;0,9608;0,0052;19,5540;83,0434;265,7308;-0,0143;0,0062;-0,0351;-141,9170;True;True;-0,3253;0,9882;0,0227;342,7820;83,6215;91,9046;0,0467;0,0742;0,0392;-145,0664;
174570;429,068;15,1187;1,2339;0,0151;359,3214;273,0121;1,9637;True;True;0,3562;0,9667;0,0024;19,9893;86,6709;267,5033;-0,6285;0,7449;-0,3726;-141,9496;True;True;-0,3240;0,9866;0,0244;343,1541;82,3397;92,4049;0,0854;-0,2391;-0,0050;-145,6512;
174575;429,093;15,1178;1,2342;0,0296;359,0497;280,6497;1,9159;True;True;0,3603;0,9697;0,0011;20,2199;87,6132;266,8202;0,4302;-0,7479;0,0907;-142,8178;True;True;-0,3162;0,9731;0,0295;344,8400;82,9786;94,9856;0,5628;-0,4023;0,3952;-148,1082;
174580;429,118;15,1160;1,2386;0,0465;357,4737;286,6251;2,5379;True;True;0,3679;0,9454;-0,0088;15,0742;91,2128;263,6121;0,2095;-0,1280;-0,1944;-139,7796;True;True;-0,2958;0,9708;0,0405;348,1617;87,4144;95,6575;0,5385;0,2881;0,1867;-149,1183;
174585;429,1431;15,1165;1,2481;0,0820;354,8290;292,8232;1,5494;True;True;0,3900;0,9614;-0,0103;10,4848;93,2190;260,4660;0,8925;0,5144;-0,2216;-136,8429;True;True;-0,3043;0,9623;0,0375;347,3707;89,6222;93,8286;-0,4516;-0,8982;-0,2480;-148,9276;
174590;429,1681;15,1254;1,2627;0,1330;349,8360;298,2933;358,9944;True;True;0,4070;1,0020;-0,0259;9,2492;95,5402;254,5577;0,1376;1,6232;-0,5523;-136,2077;True;True;0,0000;0,0000;0,0000;0,0000;90,0000;180,0000;69,9107;-183,2282;-16,1773;-144,1366;
174595;429,1931;15,1380;1,2698;0,1974;342,6095;304,7180;356,2949;True;True;0,0000;0,0000;0,0000;0,0000;90,0000;0,0000;0,0000;0,0000;0,0000;-138,7093;True;True;0,0000;0,0000;0,0000;0,0000;90,0000;180,0000;0,0000;0,0000;0,0000;-143,1914;
174600;429,2181;15,1497;1,2709;0,2520;337,3259;309,6865;352,4081;True;True;0,5025;1,1863;0,0344;359,9829;117,5951;227,7683;100,5041;237,2516;6,8804;-146,3948;True;True;0,0000;0,0000;0,0000;0,0000;90,0000;180,0000;0,0000;0,0000;0,0000;-139,7921;
