Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
93955;252,1904;14,9558;1,1266;-0,1196;2,7328;260,4025;359,6262;True;True;-0,2037;1,0096;0,5379;289,6791;27,7461;299,0180;-3,2976;3,4901;10,2125;-141,5269;True;True;-0,3257;0,6597;0,0261;332,2816;95,5934;98,4426;-2,5962;-2,1758;-0,5818;-130,1404;
93960;252,2155;14,9355;1,1232;-0,1454;0,9369;259,5378;358,9525;True;True;-0,1551;1,1216;0,6524;311,8484;68,3890;303,8432;1,1252;-0,0095;-4,7033;-145,0990;True;True;-0,3560;0,6914;0,0442;329,9452;91,6411;99,6060;-0,9692;0,7531;0,6695;-144,9017;
93965;252,2405;14,9356;1,1210;-0,1498;2,4839;260,9252;359,5024;True;True;-0,1639;1,0507;0,5566;340,9341;81,0022;340,5046;2,7780;-6,7941;-1,7128;133,0293;True;True;-0,3671;0,6893;0,0542;328,8613;93,8417;97,7850;0,1976;-0,1018;0,8719;-144,5437;
93970;252,2655;14,9491;1,1223;-0,1381;3,0356;263,8801;359,1112;True;True;-0,1055;0,9185;0,5073;323,1088;71,1264;3,7359;5,0161;-4,9579;-4,3653;140,0614;True;True;-0,3955;0,6553;0,0754;318,9895;108,1214;88,3109;-2,0234;-1,9301;1,6909;-144,0631;
93975;252,2905;14,9749;1,1304;-0,1095;3,7136;268,7998;359,8602;True;True;-0,0228;0,8207;0,3763;345,5147;64,2539;359,5640;1,3947;-1,8283;-3,6295;143,6304;True;True;-0,3849;0,6720;0,0790;322,8391;115,8004;82,6953;0,3009;0,2424;0,1464;-138,5701;
93980;252,3156;15,0080;1,1375;-0,0734;4,1296;271,5779;0,1423;True;True;0,0867;0,7478;0,2863;347,6198;57,5567;355,1250;3,4596;-3,4863;-1,7899;159,0552;True;True;-0,3724;0,6786;0,0865;329,3933;124,6249;77,3537;0,5274;-0,3115;-0,0556;-131,1660;
93985;252,3406;15,0405;1,1418;-0,0265;5,0551;277,5613;358,8272;True;True;0,1758;0,7217;0,2219;359,5034;63,1577;345,1562;1,9011;1,0881;-1,9109;-166,1971;True;True;-0,3455;0,6743;0,0879;322,3943;139,4612;65,1068;1,2798;-0,0253;-0,1299;-123,1466;
93990;252,3656;15,0628;1,1460;0,0250;5,2652;282,7852;358,4722;True;True;0,3034;0,7395;0,1651;6,8018;66,3109;317,6155;7,3463;0,0940;-1,0021;-155,1618;True;True;-0,2822;0,6910;0,1003;313,5147;151,5950;50,6016;2,6654;0,4931;0,1987;-117,5352;
93995;252,3906;15,0847;1,1507;0,0794;2,4255;283,3250;1,5328;True;True;0,3410;0,8678;0,1720;358,8951;67,1184;285,7922;-4,3096;8,0465;3,7273;-134,2420;True;True;-0,2575;0,7247;0,1343;322,8425;147,3150;56,6684;-1,5720;0,5222;2,9461;-118,9665;
94000;252,4157;15,1003;1,1672;0,1114;356,9217;275,5148;1,7660;True;True;0,1243;1,2551;0,2296;334,0874;74,0008;250,6102;-4,1552;8,8096;-0,5642;-141,4444;True;True;-0,1796;1,0195;0,1219;2,9978;123,6218;60,4742;6,0295;7,7792;-5,3323;-118,7950;
104960;252,4307;15,1242;1,3095;0,0140;357,2019;260,2391;359,1405;True;True;0,1063;0,7689;0,1571;59,8332;186,1914;138,4576;2,2669;-115,3998;-15,0429;167,3190;True;True;-0,1435;0,7737;0,1008;332,9743;116,4435;184,8728;3,4959;-65,8910;2,5675;173,7287;
