Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
121340;289,3567;14,8789;1,2740;-0,0469;5,2526;265,9399;1,3741;True;True;0,0827;0,8116;0,2868;39,6599;200,7994;136,0989;0,4915;-1,4406;0,1999;146,9417;True;True;-0,1679;0,8128;0,2925;306,4395;34,5048;260,7930;-0,2412;-0,6429;0,6424;142,7688;
121345;289,3817;14,8807;1,2777;-0,0285;3,7399;265,8809;0,4409;True;True;0,0949;0,7934;0,2824;29,3163;208,5508;141,6004;0,0135;-0,3875;0,0620;142,5932;True;True;-0,1726;0,7978;0,2959;304,7909;11,2113;279,3584;-0,2896;-0,3890;-0,2383;148,6484;
121350;289,4067;14,8808;1,2796;-0,0092;2,9121;264,2559;358,0337;True;True;0,1013;0,7998;0,2850;25,9318;208,1184;143,7556;0,8143;0,4184;0,1392;143,9369;True;True;-0,1781;0,7815;0,2706;301,3225;349,4382;274,5774;-1,0102;-1,3175;0,1109;142,9900;
121355;289,4318;14,8799;1,2783;0,0080;3,2624;261,8852;355,0986;True;True;0,1175;0,7972;0,2790;29,5833;207,8738;141,5582;0,4838;-0,0260;-0,4151;143,4689;True;True;-0,2040;0,8459;0,2602;301,7087;314,9243;299,6355;-1,7646;6,5292;-1,7727;136,8665;
121360;289,4568;14,8808;1,2776;0,0255;3,2049;259,4902;352,9231;True;True;0,1281;0,7917;0,2757;32,1623;203,6614;140,6487;0,3421;-0,3582;0,0914;142,9680;True;True;-0,2108;0,9270;0,2260;306,4149;294,3885;314,4784;-0,5278;1,0413;-1,2032;135,4600;
121365;289,4818;14,8844;1,2784;0,0448;1,4995;256,5695;350,3315;True;True;0,1362;0,7896;0,2826;47,2067;181,9542;129,1816;0,7767;0,6210;0,3352;143,4742;True;True;-0,2635;0,9827;0,1960;313,5519;269,7428;330,1313;-3,0288;2,2736;-2,3301;130,6091;
121370;289,5068;14,8905;1,2829;0,0486;357,7861;250,1732;350,1661;True;True;0,1522;0,7971;0,2803;43,8122;163,2436;113,9837;1,1439;0,1137;-1,2634;138,3019;True;True;-0,3168;1,1650;0,1396;323,0919;250,7565;358,0727;-7,2386;8,5085;-1,9732;125,9573;
121375;289,5319;14,9032;1,2869;0,0384;358,8983;239,7254;352,9879;True;True;0,1825;0,8071;0,2705;21,7715;165,8566;109,6038;1,2674;0,7914;0,5894;120,8489;True;True;-0,3465;1,3365;0,1568;323,1404;196,8685;31,6326;-1,2901;9,9453;2,1941;136,4818;
121380;289,5569;14,9098;1,2818;0,0312;1,9747;234,3589;353,2886;True;True;0,1704;0,8058;0,2808;16,8602;164,6589;113,3151;-2,2306;0,0752;0,6467;98,7851;True;True;-0,2738;1,4650;0,1153;335,2440;160,8253;44,9117;18,8176;3,3826;-5,8392;-135,2043;
121385;289,5819;14,9046;1,2666;0,0448;7,6059;240,1497;353,4492;True;True;0,1543;0,8055;0,2842;24,5954;161,9264;114,2390;-0,1131;0,0001;-0,2577;104,3814;True;True;-0,2128;1,4867;0,0990;319,4395;160,4448;43,9630;1,5070;-2,4224;0,2378;-121,5280;
122295;289,6069;14,9359;1,2962;-0,0116;0,9637;269,9015;2,8610;True;True;0,0021;0,7510;0,3575;42,2401;178,8717;139,8436;-0,0484;-0,1763;0,0273;156,1412;True;True;-0,1734;0,7778;0,2804;290,4716;0,0893;274,5659;-0,0073;-0,0055;-0,0033;156,0291;
122300;289,632;14,9343;1,2940;-0,0117;1,9373;269,4195;2,9772;True;True;0,0015;0,7507;0,3580;42,1201;178,0283;139,9556;-0,0485;0,0122;-0,0100;156,5089;True;True;-0,1736;0,7774;0,2806;290,7796;0,4306;274,4231;-0,0199;-0,0525;-0,0002;156,2523;
122305;289,657;14,9322;1,2919;-0,0128;3,3518;268,0083;2,6452;True;True;0,0016;0,7515;0,3574;41,6861;177,9382;139,6795;-0,0064;-0,0603;-0,0530;156,5215;True;True;-0,1733;0,7754;0,2804;290,2689;1,8100;273,2269;0,0599;-0,0049;0,0047;157,1495;
122310;289,682;14,9299;1,2904;-0,0128;3,8490;267,4400;2,2010;True;True;0,0018;0,7504;0,3576;41,4694;178,2208;139,5274;-0,0162;0,0182;-0,0458;156,5379;True;True;-0,1733;0,7748;0,2804;290,1987;0,4737;274,8564;-0,0331;-0,0331;0,0199;157,5499;
