Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
136915;318,8004;15,1335;1,1818;-0,0290;358,7460;272,5577;357,8583;True;True;0,2051;0,7347;0,2536;334,4813;58,2146;315,3918;1,3897;-2,8957;-3,7630;-145,0114;True;True;-0,1136;0,6019;0,0254;324,4708;122,7860;169,9492;0,0337;0,0671;-0,0597;-168,3474;
136920;318,8254;15,1373;1,1831;-0,0158;358,4838;273,3802;358,2056;True;True;0,2395;0,6232;0,1735;0,9618;67,4846;332,9117;1,2089;-3,2569;-1,8056;-146,4377;True;True;-0,1123;0,6052;0,0233;325,5401;124,1679;169,0107;0,0797;0,0794;-0,0134;-165,3442;
136925;318,8505;15,1396;1,1829;-0,0051;358,4480;273,7261;358,0013;True;True;0,2097;0,5948;0,0839;13,4685;78,9656;344,8981;-2,8462;0,2608;-4,5822;-149,0019;True;True;-0,1102;0,6093;0,0237;324,8867;123,3145;170,2301;0,1007;0,2416;0,0967;-163,6772;
136930;318,8755;15,1405;1,1851;0,0054;355,8039;273,9248;357,4885;True;True;0,1881;0,5997;0,0569;22,6217;86,8556;352,1050;-0,2831;-0,2230;0,7146;-154,6675;True;True;-0,1058;0,6128;0,0247;326,1806;123,5237;171,8883;0,1146;0,1230;0,0787;-163,4298;
136935;318,9005;15,1425;1,1884;0,0126;351,0160;274,0126;356,9139;True;True;0,1794;0,5978;0,0586;24,7826;85,9390;0,4255;-0,5281;0,0712;-0,2000;-160,6558;True;True;-0,1015;0,6149;0,0249;327,8372;123,9259;173,5403;0,2351;0,1182;0,0454;-165,1625;
139080;318,9456;15,1429;1,1740;0,0096;359,8542;276,2644;356,2450;True;True;0,1553;0,6004;0,0948;56,4235;203,7213;145,2357;-0,0562;-0,0629;0,0917;170,0817;True;True;-0,0801;0,6040;0,0851;296,8846;351,6350;307,1467;0,1435;0,1559;-0,0053;168,4421;
139085;318,9706;15,1430;1,1739;0,0101;359,9011;276,3447;356,2192;True;True;0,1547;0,6019;0,0943;56,0091;203,8063;144,8292;-0,0634;0,2145;-0,0768;170,0852;True;True;-0,0813;0,6049;0,0860;295,5330;353,8213;305,0586;-0,0028;0,0113;-0,0564;168,3655;
139090;318,9956;15,1433;1,1738;0,0105;0,0629;276,3151;356,1070;True;True;0,1540;0,6034;0,0955;55,8828;201,3145;142,1842;0,0298;0,0461;-0,0464;169,9556;True;True;-0,0810;0,6053;0,0858;295,5026;353,4314;304,9296;-0,0030;-0,0049;0,0027;168,1824;
139095;319,0206;15,1437;1,1737;0,0106;0,0908;276,2340;356,1189;True;True;0,1544;0,6039;0,0955;56,1473;198,5673;139,4903;-0,0313;-0,0169;0,0046;169,4494;True;True;-0,0803;0,6048;0,0856;296,6249;348,7505;309,2905;0,0253;0,0017;0,0102;167,8885;
139100;319,0457;15,1442;1,1737;0,0104;0,1226;276,0005;356,1918;True;True;0,1558;0,5994;0,0972;56,8703;200,2766;142,0792;0,0055;-0,2473;0,0426;169,6664;True;True;-0,0813;0,6031;0,0851;294,3976;347,2306;311,6839;0,0011;-0,0614;-0,0975;169,3786;
