Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
127140;313,8556;14,9047;1,2796;0,0024;6,6985;267,2063;359,9800;True;True;0,0959;0,8212;0,2497;29,1821;216,5424;155,3323;-0,0506;0,1036;-0,0325;151,2178;True;True;-0,1776;0,8117;0,2462;326,8003;300,4277;312,3821;-0,3228;1,1651;-0,9936;142,7010;
127145;313,8806;14,9127;1,2815;-0,0071;7,1315;261,6406;0,2626;True;True;0,1198;0,8131;0,2607;27,8635;205,3972;152,8198;2,7067;-0,1863;1,1330;150,0943;True;True;-0,2506;0,9977;0,1710;321,4039;288,3605;339,6354;-4,9136;-2,5142;-0,4887;136,4818;
127150;313,9056;14,9209;1,2809;-0,0262;7,5895;255,6724;359,9709;True;True;0,1346;0,8090;0,2780;20,2159;213,5793;152,3083;0,1538;0,3527;0,5627;147,9544;True;True;-0,3580;1,0130;0,1186;326,1494;248,8479;359,2168;-5,9052;2,2275;-1,9459;145,2845;
127155;313,9307;14,9331;1,2845;-0,0509;6,9790;247,2408;1,5110;True;True;0,1561;0,8312;0,2913;26,0713;211,3726;146,9192;2,4702;1,8060;1,1577;146,6817;True;True;-0,5264;1,0146;0,1270;306,4611;201,6477;10,7402;-11,9701;1,1492;0,0931;142,4059;
127160;313,9557;14,9451;1,2880;-0,0721;6,7578;238,8892;2,9630;True;True;0,2279;0,8391;0,2989;23,7313;203,1888;145,6757;0,8758;0,4252;-0,5279;137,3129;True;True;-0,6231;1,0279;0,0844;314,4378;232,1295;341,3098;2,8633;3,7214;-3,2584;154,8158;
127165;313,9807;14,9627;1,2870;-0,1137;4,5160;227,2874;9,1419;True;True;0,2812;0,8854;0,3096;24,9440;192,9377;153,3229;1,7424;1,8196;0,2962;128,0808;True;True;-0,6290;1,1127;0,0461;299,0456;253,7762;288,6469;7,2121;6,6695;-3,1842;135,1665;
127170;314,0057;14,9916;1,2767;-0,1678;7,3281;212,4601;12,6470;True;True;0,3525;0,8804;0,2427;36,3563;200,1604;140,9457;2,4137;0,1363;-2,3049;128,5927;True;True;-0,5526;1,2001;0,0127;331,5639;358,4605;178,8605;-3,9070;-2,9150;0,5092;-119,6063;
127175;314,0308;15,0183;1,2730;-0,2019;7,0126;208,4482;14,6247;True;True;0,4257;0,8711;0,1951;32,2860;204,2951;115,5350;1,0231;0,1318;-0,3305;121,4677;True;True;-0,6194;1,1950;0,0420;50,5329;5,6592;170,6341;-6,2658;-0,8099;4,0273;133,4095;
135965;314,0458;15,1426;1,1699;0,0167;1,9995;272,5183;357,0623;True;True;0,1626;0,6127;0,0672;22,7159;94,8606;17,7146;-50,6733;-53,0389;-24,0763;160,4229;True;True;-0,1203;0,5941;0,0531;340,3047;90,4786;188,7937;108,8228;-128,4410;5,9992;-157,1309;
135970;314,0708;15,1430;1,1698;0,0168;1,9445;272,2394;357,0352;True;True;0,1626;0,6129;0,0669;23,6393;95,5131;17,5482;0,0356;0,0046;-0,0177;160,3398;True;True;-0,1202;0,5935;0,0534;341,2612;90,5443;188,9859;0,0577;0,1347;-0,0348;-157,2854;
