Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
32185;97,02132;15,0185;1,1291;-0,0414;358,0220;253,8797;3,9597;True;True;0,0266;0,8117;0,2114;17,6035;28,3607;314,7795;0,0032;-0,0721;0,0127;156,4240;True;True;-0,1195;0,7827;0,1951;330,6113;128,5006;115,8751;0,1036;-0,0487;0,0275;-145,1571;
32190;97,0463;15,0181;1,1285;-0,0391;358,1903;254,5541;3,8175;True;True;0,0279;0,8104;0,2111;18,5177;27,6062;314,4689;0,1218;-0,0999;0,0076;156,5455;True;True;-0,1174;0,7810;0,1961;329,7480;129,1968;115,6286;0,2316;-0,0579;0,1159;-145,0660;
32195;97,07129;15,0177;1,1283;-0,0359;358,0627;255,5505;3,7860;True;True;0,0291;0,8096;0,2103;18,7420;28,4810;314,5313;0,0037;-0,0023;-0,0148;156,1148;True;True;-0,1166;0,7804;0,1958;329,0395;130,5172;115,1168;0,0112;-0,0014;0,0189;-144,6502;
32200;97,09628;15,0173;1,1284;-0,0337;357,8854;255,7130;3,5328;True;True;0,0299;0,8086;0,2100;19,7147;28,4963;314,2192;0,1050;-0,1644;0,0130;155,7065;True;True;-0,1152;0,7804;0,1960;328,8787;131,9127;113,4358;-0,0068;0,0051;0,0111;-144,1900;
32205;97,12126;15,0164;1,1280;-0,0314;357,8422;256,0842;3,3237;True;True;0,0320;0,8051;0,2118;18,7501;28,3892;313,2621;0,0177;0,0285;-0,0327;155,3982;True;True;-0,1137;0,7808;0,1958;329,0319;132,1888;113,5811;0,0875;0,0118;0,0345;-144,2123;
32210;97,14625;15,0152;1,1276;-0,0298;357,8806;256,2828;3,1325;True;True;0,0321;0,8044;0,2118;18,0678;27,8179;311,5298;0,0331;-0,1479;0,0117;155,1987;True;True;-0,1109;0,7805;0,1966;329,0695;132,2968;112,7908;0,1676;-0,0666;0,0431;-143,5165;
32215;97,17123;15,0133;1,1272;-0,0283;357,8005;256,5529;3,0253;True;True;0,0327;0,8043;0,2114;18,0714;27,6786;311,7108;0,0380;-0,0628;0,0234;155,0128;True;True;-0,1101;0,7795;0,1965;329,1906;132,0789;112,9455;0,0167;0,0168;-0,0152;-143,3577;
32220;97,19622;15,0114;1,1270;-0,0256;357,7328;257,2218;2,9260;True;True;0,0336;0,8027;0,2114;17,9877;28,3224;311,6114;0,0101;0,0261;-0,0153;154,9151;True;True;-0,1069;0,7796;0,1976;329,2054;132,7008;112,5895;0,3015;-0,0273;0,1444;-143,6171;
32225;97,22121;15,0092;1,1271;-0,0211;357,6221;258,3997;2,5732;True;True;0,0339;0,8028;0,2112;18,5921;27,9169;310,7501;0,0152;-0,0018;0,0009;154,7091;True;True;-0,1061;0,7791;0,1975;327,7625;134,4490;112,0231;0,0102;0,0244;-0,0179;-143,5592;
33380;97,2312;15,0836;1,1396;0,0167;357,8537;266,5618;2,0559;True;True;0,1361;0,7798;0,0856;45,0224;22,4609;337,2559;-0,0377;0,0416;-0,0257;170,7324;True;True;-0,0563;0,7920;0,1048;305,6954;188,3475;130,3294;0,0035;0,0654;-0,0502;-171,6257;
33385;97,25619;15,0833;1,1400;0,0161;357,7179;266,3055;2,1342;True;True;0,1343;0,7820;0,0879;42,8363;22,0132;340,5885;-0,0936;0,0053;-0,0238;172,8159;True;True;-0,0567;0,7922;0,1041;304,6628;188,1499;130,4375;0,0170;0,0339;0,0056;171,8317;
33390;97,28117;15,0830;1,1381;0,0162;358,7743;266,4865;2,0520;True;True;0,1340;0,7811;0,0890;40,8453;20,8757;339,1766;0,0249;0,0679;0,1071;173,3873;True;True;-0,0561;0,7911;0,1047;304,6465;188,6573;130,0249;0,0816;-0,1384;0,0557;172,1269;
33395;97,30616;15,0825;1,1368;0,0167;359,4536;266,8227;2,1189;True;True;0,1343;0,7845;0,0882;39,6370;22,3604;341,3904;-0,0641;-0,0567;-0,0746;173,6632;True;True;-0,0560;0,7912;0,1044;304,8421;187,7316;130,6368;0,0073;-0,0053;-0,0040;172,2011;
33400;97,33115;15,0806;1,1371;0,0167;359,3591;266,7186;2,1039;True;True;0,1354;0,7778;0,0898;38,6863;21,9509;336,6536;0,4838;0,0652;0,3873;172,6280;True;True;-0,0558;0,7923;0,1050;305,9359;184,8283;131,4509;0,1375;0,2103;0,1004;171,7267;
33405;97,35613;15,0760;1,1372;0,0159;359,5941;265,1430;2,4884;True;True;0,1774;0,8439;0,1094;12,9700;27,6993;305,2287;6,7005;4,0174;1,2642;-156,1588;True;True;-0,1556;0,8345;0,1428;336,0189;143,4546;131,2555;-5,8781;1,3131;4,1422;-152,0902;
